candidate_id,first_name,surname,highest_qualification,code_HEL,"Arts, Design & Media","Business, Finance & Management",Culinary & Hospitality,Education & Training,Health & Medical Sciences,Humanities & Social Sciences,Law & Political Science,Marketing & Sales,"STEM (Science, Technology, Engineering & Mathematics)",Skilled Trades & Technical Certifications,Veterinary & Animal Sciences,latest_job_title,total_years_experience,avg_years_per_job,total_certifications,"cert_Business, Finance & Management","cert_Design, Arts & Media",cert_Education & Training,cert_Engineering & Technical Trades,cert_Finance & Accounting,"cert_Health, Medical & Veterinary",cert_Hospitality & Culinary,cert_Humanities & Social Sciences,cert_Languages & Communication,"cert_Law, Security & Emergency Services",cert_Marketing & Sales,cert_Project & Business Management,cert_Skilled Trades & Technical Certifications,cert_Technology & IT
56,Gloria,Watson,Associate Degree,2,0,2,0,0,0,0,0,0,0,0,0,Operations Coordinator,13.015742642026009,4.3385808806753365,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1
56,Gloria,Watson,Associate Degree,2,0,2,0,0,0,0,0,0,0,0,0,Operations Coordinator,13.015742642026009,4.3385808806753365,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1
57,Roy,Brooks,Associate Degree,2,0,0,0,0,0,0,0,0,0,2,0,HVAC Service Manager,14.009582477754961,4.66986082591832,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0
57,Roy,Brooks,Associate Degree,2,0,0,0,0,0,0,0,0,0,2,0,HVAC Service Manager,14.009582477754961,4.66986082591832,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0
57,Roy,Brooks,Associate Degree,2,0,0,0,0,0,0,0,0,0,2,0,HVAC Service Manager,14.009582477754961,4.66986082591832,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0
58,Frances,Kelly,Master's Degree,5,0,0,0,0,0,5,0,0,0,0,0,Information Services Manager,10.510609171800137,5.255304585900069,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0
58,Frances,Kelly,Master's Degree,5,0,0,0,0,0,5,0,0,0,0,0,Information Services Manager,10.510609171800137,5.255304585900069,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0
59,Eugene,Sanders,Certificate,1,0,0,0,0,1,0,0,0,0,1,0,Fire Captain,17.75770020533881,5.9192334017796036,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0
59,Eugene,Sanders,Certificate,1,0,0,0,0,1,0,0,0,0,1,0,Fire Captain,17.75770020533881,5.9192334017796036,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0
59,Eugene,Sanders,Certificate,1,0,0,0,0,1,0,0,0,0,1,0,Fire Captain,17.75770020533881,5.9192334017796036,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0
60,Marie,Price,Master's Degree,5,0,0,0,0,5,3,0,0,0,0,0,Athletic Director,11.468856947296372,3.8229523157654572,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0
60,Marie,Price,Master's Degree,5,0,0,0,0,5,3,0,0,0,0,0,Athletic Director,11.468856947296372,3.8229523157654572,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0
60,Marie,Price,Master's Degree,5,0,0,0,0,5,3,0,0,0,0,0,Athletic Director,11.468856947296372,3.8229523157654572,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0
61,Louis,Bennett,Associate Degree,2,0,0,0,0,0,0,0,0,0,2,0,Welding Supervisor,18.00958247775496,6.003194159251653,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0
61,Louis,Bennett,Associate Degree,2,0,0,0,0,0,0,0,0,0,2,0,Welding Supervisor,18.00958247775496,6.003194159251653,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0
61,Louis,Bennett,Associate Degree,2,0,0,0,0,0,0,0,0,0,2,0,Welding Supervisor,18.00958247775496,6.003194159251653,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0
62,Doris,Wood,Associate Degree,2,0,0,0,0,2,0,0,0,0,0,0,Senior Dental Hygienist,9.133470225872689,4.566735112936344,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0
62,Doris,Wood,Associate Degree,2,0,0,0,0,2,0,0,0,0,0,0,Senior Dental Hygienist,9.133470225872689,4.566735112936344,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0
63,Albert,Barnes,Associate Degree,2,0,0,0,0,0,0,0,0,0,2,0,Construction Foreman,22.00684462696783,7.335614875655943,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0
63,Albert,Barnes,Associate Degree,2,0,0,0,0,0,0,0,0,0,2,0,Construction Foreman,22.00684462696783,7.335614875655943,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0
64,Lillian,Ross,Associate Degree,2,0,2,0,0,0,0,0,0,0,0,0,Branch Operations Supervisor,8.97741273100616,2.9924709103353866,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0
64,Lillian,Ross,Associate Degree,2,0,2,0,0,0,0,0,0,0,0,0,Branch Operations Supervisor,8.97741273100616,2.9924709103353866,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0
65,Jose,Henderson,Associate Degree,2,0,0,0,0,0,0,0,0,0,2,0,Service Manager,15.008898015058179,5.002966005019393,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0
65,Jose,Henderson,Associate Degree,2,0,0,0,0,0,0,0,0,0,2,0,Service Manager,15.008898015058179,5.002966005019393,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0
65,Jose,Henderson,Associate Degree,2,0,0,0,0,0,0,0,0,0,2,0,Service Manager,15.008898015058179,5.002966005019393,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0
66,Annie,Coleman,Associate Degree,2,0,1,0,0,0,0,0,0,0,2,0,Salon Owner,16.008213552361397,5.336071184120466,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0
66,Annie,Coleman,Associate Degree,2,0,1,0,0,0,0,0,0,0,2,0,Salon Owner,16.008213552361397,5.336071184120466,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0
66,Annie,Coleman,Associate Degree,2,0,1,0,0,0,0,0,0,0,2,0,Salon Owner,16.008213552361397,5.336071184120466,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0
